id,origin,stateId,stateCode,stateName,category,specificSubcategory,sourceName,sourceUrl,domain,organizationType,targetTable,expectedExtractionFields,crawlMethod,robotsStatus,termsRisk,priority,sourceFamily,gapFamily,whyNeeded,duplicateGroup,firstPartyMode,ledgerStatus,shouldScrape,safeForLightweightScrape,quarantineClassification,quarantineReason,rowCount,trustedMissingRows,notes
state_source_targets-alaska-counties-https-www-alaska-gov,state_source_targets,alaska,AK,alaska,A. State identity and geography,County List,Alaska County Metadata,https://www.alaska.gov/,alaska.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,alaska.gov|www.alaska.gov/,first_party,ready_lightweight,true,true,,,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-county-offices-https-dhhs-alaska-gov,state_source_targets,alaska,AK,alaska,B. Medicaid / benefits / HHS,Medicaid Landing Page,Alaska Medicaid Portal,https://dhhs.alaska.gov/,dhhs.alaska.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.alaska.gov|dhhs.alaska.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-state-resource-agencies-https-dhhs-alaska-gov-dd,state_source_targets,alaska,AK,alaska,C. Developmental disability / DD / IDD services,State DD Agency Page,Alaska Developmental Services Directory,https://dhhs.alaska.gov/dd,dhhs.alaska.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.alaska.gov|dhhs.alaska.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-programs-https-dhhs-alaska-gov-dd-waivers,state_source_targets,alaska,AK,alaska,D. HCBS waivers,Waiver Page,Alaska HCBS Waivers Page,https://dhhs.alaska.gov/dd/waivers,dhhs.alaska.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.alaska.gov|dhhs.alaska.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-programs-https-dhhs-alaska-gov-earlyintervention,state_source_targets,alaska,AK,alaska,E. Early intervention,Early Intervention Landing Page,Alaska Early Intervention / Part C,https://dhhs.alaska.gov/earlyintervention,dhhs.alaska.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.alaska.gov|dhhs.alaska.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-programs-https-education-alaska-gov,state_source_targets,alaska,AK,alaska,F. Special education / IEP,SEA Special Ed Page,Alaska Department of Education Special Ed,https://education.alaska.gov/,education.alaska.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.alaska.gov|education.alaska.gov/,first_party,ready_lightweight,true,true,,,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-regional-education-agencies-https-education-alaska-gov-regional,state_source_targets,alaska,AK,alaska,G. Regional education structures,Regional Agency Directory,Alaska Regional Special Education Support,https://education.alaska.gov/regional,education.alaska.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.alaska.gov|education.alaska.gov/regional,first_party,ready_js_heavy,true,false,,,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,alaska,AK,alaska,H. Parent training / disability rights / legal aid,PTI Center,Alaska Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-nonprofit-organizations-https-www-thearcalaska-org,state_source_targets,alaska,AK,alaska,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of Alaska,https://www.thearcalaska.org/,thearcalaska.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcalaska.org|www.thearcalaska.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-iep-advocates-https-www-copaa-org,state_source_targets,alaska,AK,alaska,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-forms-https-dhhs-alaska-gov-forms,state_source_targets,alaska,AK,alaska,K. Forms and guides,Forms Library,Alaska Medicaid & Special Education Forms,https://dhhs.alaska.gov/forms,dhhs.alaska.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.alaska.gov|dhhs.alaska.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-programs-https-dhhs-alaska-gov-rehab,state_source_targets,alaska,AK,alaska,L. Transition / adult services,Vocational Rehabilitation,Alaska Vocational Rehabilitation Services,https://dhhs.alaska.gov/rehab,dhhs.alaska.gov,official_state,programs,"name, website",static_fetch,allowed,low,2,official_government,transition_programs,Needed for adult-transition and vocational service coverage.,dhhs.alaska.gov|dhhs.alaska.gov/rehab,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-resource-providers-https-www-childrenshospital-org,state_source_targets,alaska,AK,alaska,M. Hospitals / university clinics,Hospitals,Alaska Children's Hospital Clinics,https://www.childrenshospital.org/,childrenshospital.org,hospital,resource_providers,"name, phone, address",manual_review,allowed,low,2,hospital_clinic,providers_care,Needed to fill the largest visible care/provider information gap.,childrenshospital.org|www.childrenshospital.org/,first_party,do_not_use,false,false,do_not_use,Generic clinic or hospital target (not state-specific),0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-alaska-sources-https-www-alaska-gov-business,state_source_targets,alaska,AK,alaska,N. Data quality / verification sources,Open Data Portal,Alaska Secretary of State Business Registry,https://www.alaska.gov/business,alaska.gov,official_state,sources,"url, type",playwright,allowed,low,2,official_government,source_registry,Needed to strengthen trust and source-verification infrastructure.,alaska.gov|www.alaska.gov/business,first_party,ready_js_heavy,true,false,,,0,0,Initial category-level scaffold source target for Alaska.
state_source_targets-arizona-counties-https-www-arizona-gov,state_source_targets,arizona,AZ,arizona,A. State identity and geography,County List,Arizona County Metadata,https://www.arizona.gov/,arizona.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,arizona.gov|www.arizona.gov/,first_party,ready_lightweight,true,true,,,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-county-offices-https-dhhs-arizona-gov,state_source_targets,arizona,AZ,arizona,B. Medicaid / benefits / HHS,Medicaid Landing Page,Arizona Medicaid Portal,https://dhhs.arizona.gov/,dhhs.arizona.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.arizona.gov|dhhs.arizona.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-state-resource-agencies-https-dhhs-arizona-gov-dd,state_source_targets,arizona,AZ,arizona,C. Developmental disability / DD / IDD services,State DD Agency Page,Arizona Developmental Services Directory,https://dhhs.arizona.gov/dd,dhhs.arizona.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.arizona.gov|dhhs.arizona.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-programs-https-dhhs-arizona-gov-dd-waivers,state_source_targets,arizona,AZ,arizona,D. HCBS waivers,Waiver Page,Arizona HCBS Waivers Page,https://dhhs.arizona.gov/dd/waivers,dhhs.arizona.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.arizona.gov|dhhs.arizona.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-programs-https-dhhs-arizona-gov-earlyintervention,state_source_targets,arizona,AZ,arizona,E. Early intervention,Early Intervention Landing Page,Arizona Early Intervention / Part C,https://dhhs.arizona.gov/earlyintervention,dhhs.arizona.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.arizona.gov|dhhs.arizona.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-programs-https-education-arizona-gov,state_source_targets,arizona,AZ,arizona,F. Special education / IEP,SEA Special Ed Page,Arizona Department of Education Special Ed,https://education.arizona.gov/,education.arizona.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.arizona.gov|education.arizona.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-regional-education-agencies-https-education-arizona-gov-regional,state_source_targets,arizona,AZ,arizona,G. Regional education structures,Regional Agency Directory,Arizona Regional Special Education Support,https://education.arizona.gov/regional,education.arizona.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.arizona.gov|education.arizona.gov/regional,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,arizona,AZ,arizona,H. Parent training / disability rights / legal aid,PTI Center,Arizona Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-nonprofit-organizations-https-www-thearcarizona-org,state_source_targets,arizona,AZ,arizona,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of Arizona,https://www.thearcarizona.org/,thearcarizona.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcarizona.org|www.thearcarizona.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-iep-advocates-https-www-copaa-org,state_source_targets,arizona,AZ,arizona,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-forms-https-dhhs-arizona-gov-forms,state_source_targets,arizona,AZ,arizona,K. Forms and guides,Forms Library,Arizona Medicaid & Special Education Forms,https://dhhs.arizona.gov/forms,dhhs.arizona.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.arizona.gov|dhhs.arizona.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-programs-https-dhhs-arizona-gov-rehab,state_source_targets,arizona,AZ,arizona,L. Transition / adult services,Vocational Rehabilitation,Arizona Vocational Rehabilitation Services,https://dhhs.arizona.gov/rehab,dhhs.arizona.gov,official_state,programs,"name, website",static_fetch,allowed,low,2,official_government,transition_programs,Needed for adult-transition and vocational service coverage.,dhhs.arizona.gov|dhhs.arizona.gov/rehab,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-resource-providers-https-www-childrenshospital-org,state_source_targets,arizona,AZ,arizona,M. Hospitals / university clinics,Hospitals,Arizona Children's Hospital Clinics,https://www.childrenshospital.org/,childrenshospital.org,hospital,resource_providers,"name, phone, address",manual_review,allowed,low,2,hospital_clinic,providers_care,Needed to fill the largest visible care/provider information gap.,childrenshospital.org|www.childrenshospital.org/,first_party,do_not_use,false,false,do_not_use,Generic clinic or hospital target (not state-specific),0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arizona-sources-https-www-arizona-gov-business,state_source_targets,arizona,AZ,arizona,N. Data quality / verification sources,Open Data Portal,Arizona Secretary of State Business Registry,https://www.arizona.gov/business,arizona.gov,official_state,sources,"url, type",playwright,allowed,low,2,official_government,source_registry,Needed to strengthen trust and source-verification infrastructure.,arizona.gov|www.arizona.gov/business,first_party,ready_js_heavy,true,false,,,0,0,Initial category-level scaffold source target for Arizona.
state_source_targets-arkansas-counties-https-www-arkansas-gov,state_source_targets,arkansas,AR,arkansas,A. State identity and geography,County List,Arkansas County Metadata,https://www.arkansas.gov/,arkansas.gov,official_state,counties,"name, state_id",static_fetch,allowed,low,2,official_government,geography_counties,Needed to complete county coverage and county-root surfaces.,arkansas.gov|www.arkansas.gov/,first_party,ready_lightweight,true,true,,,0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-county-offices-https-dhhs-arkansas-gov,state_source_targets,arkansas,AR,arkansas,B. Medicaid / benefits / HHS,Medicaid Landing Page,Arkansas Medicaid Portal,https://dhhs.arkansas.gov/,dhhs.arkansas.gov,official_state,county_offices,"office_name, address, phone",playwright,allowed,low,2,official_government,medicaid_hhs_offices,Needed for truthful county office routing and local benefits navigation.,dhhs.arkansas.gov|dhhs.arkansas.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-state-resource-agencies-https-dhhs-arkansas-gov-dd,state_source_targets,arkansas,AR,arkansas,C. Developmental disability / DD / IDD services,State DD Agency Page,Arkansas Developmental Services Directory,https://dhhs.arkansas.gov/dd,dhhs.arkansas.gov,official_state,state_resource_agencies,"name, phone, website",playwright,allowed,low,2,official_government,dd_routing,Needed for DD/IDD routing and county-diagnosis navigation.,dhhs.arkansas.gov|dhhs.arkansas.gov/dd,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-programs-https-dhhs-arkansas-gov-dd-waivers,state_source_targets,arkansas,AR,arkansas,D. HCBS waivers,Waiver Page,Arkansas HCBS Waivers Page,https://dhhs.arkansas.gov/dd/waivers,dhhs.arkansas.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,waivers,Needed for waiver program and waitlist depth.,dhhs.arkansas.gov|dhhs.arkansas.gov/dd/waivers,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-programs-https-dhhs-arkansas-gov-earlyintervention,state_source_targets,arkansas,AR,arkansas,E. Early intervention,Early Intervention Landing Page,Arkansas Early Intervention / Part C,https://dhhs.arkansas.gov/earlyintervention,dhhs.arkansas.gov,official_state,programs,"name, intake_phone",static_fetch,allowed,low,2,official_government,early_intervention_programs,Needed for birth-to-three and Part C information.,dhhs.arkansas.gov|dhhs.arkansas.gov/earlyintervention,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-programs-https-education-arkansas-gov,state_source_targets,arkansas,AR,arkansas,F. Special education / IEP,SEA Special Ed Page,Arkansas Department of Education Special Ed,https://education.arkansas.gov/,education.arkansas.gov,official_state,programs,"program_id, name",static_fetch,allowed,low,2,official_government,programs_benefits,Needed for state program and benefits completeness.,education.arkansas.gov|education.arkansas.gov/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-regional-education-agencies-https-education-arkansas-gov-regional,state_source_targets,arkansas,AR,arkansas,G. Regional education structures,Regional Agency Directory,Arkansas Regional Special Education Support,https://education.arkansas.gov/regional,education.arkansas.gov,official_local_agency,regional_education_agencies,"name, website",playwright,allowed,low,2,official_government,education_routing,Needed for special-education and district/regional routing.,education.arkansas.gov|education.arkansas.gov/regional,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-nonprofit-organizations-https-www-parentcenterhub-org,state_source_targets,arkansas,AR,arkansas,H. Parent training / disability rights / legal aid,PTI Center,Arkansas Parent Training Center,https://www.parentcenterhub.org/,parentcenterhub.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,parent_center_directory,parent_training_nonprofits,Needed to discover real state or local family support organizations.,parentcenterhub.org|www.parentcenterhub.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-nonprofit-organizations-https-www-thearcarkansas-org,state_source_targets,arkansas,AR,arkansas,I. Condition-specific nonprofits,The Arc State Chapter,The Arc of Arkansas,https://www.thearcarkansas.org/,thearcarkansas.org,nonprofit,nonprofit_organizations,"name, website, phone",static_fetch,allowed,low,2,nonprofit,condition_nonprofits,Needed to expand trustworthy condition-specific nonprofit support.,thearcarkansas.org|www.thearcarkansas.org/,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain (failed DNS),0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-iep-advocates-https-www-copaa-org,state_source_targets,arkansas,AR,arkansas,J. Provider and advocate directories,Attorney Directory,Special Education Attorneys Directory,https://www.copaa.org/,copaa.org,provider_directory,iep_advocates,"name, phone, email",playwright,allowed,low,2,copaa_directory,advocates_legal,"Needed to improve IEP, appeals, and legal-support coverage.",copaa.org|www.copaa.org/,third_party_directory,do_not_use,false,false,do_not_use,Prohibited referral directory (parentcenterhub/COPAA/legal directory),0,0,Initial category-level scaffold source target for Arkansas.
state_source_targets-arkansas-forms-https-dhhs-arkansas-gov-forms,state_source_targets,arkansas,AR,arkansas,K. Forms and guides,Forms Library,Arkansas Medicaid & Special Education Forms,https://dhhs.arkansas.gov/forms,dhhs.arkansas.gov,official_state,forms,"slug, download_url",pdf_extract,allowed,low,2,official_government,forms_guides,"Needed for applications, forms, downloads, and family-facing instructions.",dhhs.arkansas.gov|dhhs.arkansas.gov/forms,first_party,do_not_use,false,false,generated_fake_domain,Programmatically generated fake domain,0,0,Initial category-level scaffold source target for Arkansas.
